image_path,disease_name,disease_folder,status,phase1_status,phase1_raw,phase2_status,phase2_raw,error_log
    ""Distribution"": [""Mu bàn tay"", ""Đơn độc"", ""Khu trú""],
    ""Characteristics"": [""Loét trung tâm"", ""Vảy tiết"", ""Bờ gồ""]
  }
}",
Orf/orf31.jpg,Orf,Orf,P2_OK,P1_OK,"Nốt sưng, Mảng hồng ban, Loét trung tâm
Đỏ tím, Đỏ hồng, Vàng xám
Hình tròn, Ranh giới khá rõ, Trung tâm lõm
Ngón tay, Quanh móng, Khu trú
Sưng nề, Đóng mài, Hoại tử trung tâm",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orf"",
    ""Lesion_Type"": [""Nốt sưng"", ""Mảng hồng ban"", ""Loét trung tâm""],
    ""Colour"": [""Đỏ tím"", ""Đỏ hồng"", ""Vàng xám""],
    ""Shape"": [""Hình tròn"", ""Ranh giới rõ"", ""Trung tâm lõm""],
    ""Distribution"": [""Ngón tay"", ""Quanh móng"", ""Khu trú""],
    ""Characteristics"": [""Sưng nề"", ""Đóng mài"", ""Hoại tử trung tâm""]
  }
}",
Orf/orf32.jpg,Orf,Orf,P2_OK,P1_OK,"Mảng hồng ban, Sẩn đỏ
Đỏ hồng, Đỏ nhạt
Bất quy tắc, Ranh giới không rõ
Mu bàn chân, Hai bên, Rải rác
Bong vảy mịn, Khô da",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orf"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Sẩn đỏ""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Mu bàn chân"", ""Hai bên"", ""Rải rác""],
    ""Characteristics"": [""Bong vảy mịn"", ""Khô da""]
  }
}",
Orf/orf33.jpg,Orf,Orf,P2_OK,P1_OK,"Mảng hồng ban, Sẩn hồng ban
Đỏ hồng, Đỏ nhạt
Hình tròn, Hình vòng, Ranh giới rõ
Mu bàn chân, Hai bên, Rải rác
Trung tâm nhạt, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orf"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Sẩn hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Hình tròn"", ""Hình vòng"", ""Ranh giới rõ""],
    ""Distribution"": [""Mu bàn chân"", ""Hai bên"", ""Rải rác""],
    ""Characteristics"": [""Trung tâm nhạt""]
  }
}",
Orf/orf34.jpg,Orf,Orf,P2_OK,P1_OK,"Mảng hồng ban, Sẩn hồng ban
Đỏ tím, Tím hồng
Bất quy tắc, Ranh giới không rõ
Mu bàn tay, Khớp ngón tay, Đối xứng
Phù nhẹ, Da khô, Bong vảy mịn",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orf"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Sẩn hồng ban""],
    ""Colour"": [""Đỏ tím"", ""Tím hồng""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới""],
    ""Distribution"": [""Mu bàn tay"", ""Khớp ngón tay"", ""Đối xứng""],
    ""Characteristics"": [""Phù nhẹ"", ""Da khô"", ""Bong vảy mịn""]
  }
}",
Orf/orf35.jpg,Orf,Orf,P2_OK,P1_OK,"Mảng hồng ban, Đám hồng ban
Đỏ hồng, Đỏ tươi
Bất quy tắc, Ranh giới không rõ
Cẳng chân, Cổ chân, Hai bên, Đối xứng
Khô da, Bong vảy nhẹ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orf"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Đám hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ tươi""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Cẳng chân"", ""Cổ chân"", ""Hai bên"", ""Đối xứng""],
    ""Characteristics"": [""Khô da"", ""Bong vảy nhẹ""]
  }
}",
Orf/orf36.jpg,Orf,Orf,P2_OK,P1_OK,"Sẩn đỏ, Dát hồng ban
Đỏ hồng, Đỏ nhạt
Nhỏ, Tròn, Ranh giới mờ
Vùng đùi, Rải rác, Khu trú
Quanh nang lông, Không bong vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orf"",
    ""Lesion_Type"": [""Sẩn đỏ"", ""Dát hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Nhỏ"", ""Tròn"", ""Ranh giới mờ""],
    ""Distribution"": [""Vùng đùi"", ""Rải rác"", ""Khu trú""],
    ""Characteristics"": [""Quanh nang lông""]
  }
}",
Orf/orf37.jpg,Orf,Orf,P2_OK,P1_OK,"Đốm hồng ban, Mảng hồng ban
Đỏ hồng, Đỏ tươi
Dạng lưới, Bất quy tắc, Ranh giới không rõ
Mặt trong đùi, Hai bên, Đối xứng
Hợp lưu, Không vảy, Lông rậm",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orf"",
    ""Lesion_Type"": [""Đốm hồng ban"", ""Mảng hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ tươi""],
    ""Shape"": [""Dạng lưới"", ""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Mặt trong đùi"", ""Hai bên"", ""Đối xứng""],
    ""Characteristics"": [""Hợp lưu"", ""Lông rậm""]
  }
}",
Orf/orf38.jpg,Orf,Orf,P2_OK,P1_OK,"Sẩn hồng ban, Mảng vòng
Đỏ hồng, Đỏ nhạt
Hình tròn, Hình vòng, Ranh giới rõ
Cẳng tay, Rải rác, Khu trú
Bong vảy mịn, Trung tâm nhạt màu",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orf"",
    ""Lesion_Type"": [""Sẩn hồng ban"", ""Mảng vòng""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Hình tròn"", ""Hình vòng"", ""Ranh giới rõ""],
    ""Distribution"": [""Cẳng tay"", ""Rải rác"", ""Khu trú""],
    ""Characteristics"": [""Bong vảy mịn"", ""Trung tâm nhạt""]
  }
}",
Orf/orf40.jpg,Orf,Orf,P2_OK,P1_OK,"Nốt loét, Mảng hồng ban
Đỏ hồng, Vàng nâu, Đen tím
Hình tròn, Ranh giới rõ
Lòng bàn tay, Khu trú
Đóng mài, Loét trung tâm, Viền đỏ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orf"",
    ""Lesion_Type"": [""Nốt loét"", ""Mảng hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Vàng nâu"", ""Đen tím""],
    ""Shape"": [""Hình tròn"", ""Ranh giới rõ""],
    ""Distribution"": [""Lòng bàn tay"", ""Khu trú""],
    ""Characteristics"": [""Đóng mài"", ""Loét trung tâm"", ""Viền đỏ""]
  }
}",
Ornithonyssosis/bird-mite-1.jpg,Ornithonyssosis,Ornithonyssosis,P2_OK,P1_OK,"Dát tăng sắc tố, Sẩn nhỏ
Nâu nhạt, Nâu sẫm, Hồng nhạt
Hình tròn, Hình bầu dục, Ranh giới khá rõ
Vùng da hở, Rải rác, Không đối xứng
Bề mặt nhẵn, Không vảy, Kích thước nhỏ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Ornithonyssosis"",
    ""Lesion_Type"": [""Dát tăng sắc tố"", ""Sẩn nhỏ""],
    ""Colour"": [""Nâu nhạt"", ""Nâu sẫm"", ""Hồng nhạt""],
    ""Shape"": [""Hình tròn"", ""Hình bầu dục"", ""Ranh giới rõ""],
    ""Distribution"": [""Vùng da hở"", ""Rải rác""],
    ""Characteristics"": [""Bề mặt nhẵn"", ""Kích thước nhỏ""]
  }
}",
Ornithonyssosis/bird-mite-2.jpg,Ornithonyssosis,Ornithonyssosis,P2_OK,P1_OK,"Sẩn sừng, Mảng nhỏ
Vàng nâu, Nâu sẫm
Bất quy tắc, Ranh giới rõ
Vùng da, Đơn độc, Khu trú
Vảy tiết, Sừng hóa, Bề mặt gồ ghề",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Ornithonyssosis"",
    ""Lesion_Type"": [
      ""Sẩn sừng"",
      ""Mảng nhỏ""
    ],
    ""Colour"": [
      ""Vàng nâu"",
      ""Nâu sẫm""
    ],
    ""Shape"": [
      ""Bất quy tắc"",
      ""Ranh giới rõ""
    ],
    ""Distribution"": [
      ""Vùng da"",
      ""Đơn độc"",
      ""Khu trú""
    ],
    ""Characteristics"": [
      ""Vảy tiết"",
      ""Sừng hóa"",
      ""Bề mặt gồ ghề""
    ]
  }
}",
Orofacial granulomatosis/01.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề môi, Sưng nề
Hồng nhạt, Màu da
Lan tỏa, Ranh giới không rõ
Môi dưới, Quanh miệng, Khu trú
Căng bóng, Nếp da sâu, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề môi"", ""Sưng nề""],
    ""Colour"": [""Hồng nhạt"", ""Màu da""],
    ""Shape"": [""Lan tỏa"", ""Ranh giới mờ""],
    ""Distribution"": [""Môi dưới"", ""Quanh miệng"", ""Khu trú""],
    ""Characteristics"": [""Căng bóng"", ""Nếp da sâu""]
  }
}",
Orofacial granulomatosis/02.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề, Mảng hồng ban
Đỏ hồng, Đỏ tím
Bất quy tắc, Ranh giới không rõ
Môi trên, Quanh miệng, Khu trú
Căng bóng, Nứt nẻ nhẹ, Bong vảy mịn",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề"", ""Mảng hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ tím""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Môi trên"", ""Quanh miệng"", ""Khu trú""],
    ""Characteristics"": [""Căng bóng"", ""Nứt nẻ nhẹ"", ""Bong vảy mịn""]
  }
}",
Orofacial granulomatosis/03.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Sưng nề môi, Phù nề lan tỏa
Đỏ hồng, Đỏ tươi
Bầu dục, Ranh giới không rõ
Môi dưới, Quanh miệng, Khu trú
Bề mặt bóng, Căng, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Sưng nề môi"", ""Phù nề""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ tươi""],
    ""Shape"": [""Bầu dục"", ""Ranh giới không rõ""],
    ""Distribution"": [""Môi dưới"", ""Quanh miệng"", ""Khu trú"", ""Lan tỏa""],
    ""Characteristics"": [""Bề mặt bóng"", ""Căng""]
  }
}",
Orofacial granulomatosis/04.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề môi, Trợt da, Vảy tiết
Đỏ hồng, Nâu đỏ, Hồng nhạt
Bất quy tắc, Ranh giới không rõ
Môi trên, Quanh miệng, Khu trú
Sưng nề, Đóng mài, Trợt nông",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề môi"", ""Trợt da"", ""Vảy tiết""],
    ""Colour"": [""Đỏ hồng"", ""Nâu đỏ"", ""Hồng nhạt""],
    ""Shape"": [""Bất quy tắc""],
    ""Distribution"": [""Môi trên"", ""Quanh miệng"", ""Khu trú""],
    ""Characteristics"": [""Sưng nề"", ""Đóng mài"", ""Trợt nông""]
  }
}",
Orofacial granulomatosis/05.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Mảng hồng ban, Nốt sưng
Đỏ hồng, Đỏ sẫm
Lồi, Ranh giới không rõ
Đầu mũi, Cánh mũi, Khu trú
Phù nề, Da dày, Bề mặt trơn",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Nốt sưng""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ sẫm""],
    ""Shape"": [""Lồi"", ""Ranh giới mờ""],
    ""Distribution"": [""Đầu mũi"", ""Cánh mũi"", ""Khu trú""],
    ""Characteristics"": [""Phù nề"", ""Da dày"", ""Bề mặt trơn""]
  }
}",
Orofacial granulomatosis/06.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Sưng nề môi, Mảng hồng ban
Đỏ hồng, Đỏ sẫm
Lan tỏa, Ranh giới không rõ
Môi trên, Môi dưới, Quanh miệng, Đối xứng
Bề mặt bóng, Khô nhẹ, Nứt nẻ nhẹ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Sưng nề môi"", ""Mảng hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ sẫm""],
    ""Shape"": [""Ranh giới mờ""],
    ""Distribution"": [""Lan tỏa"", ""Môi trên"", ""Môi dưới"", ""Quanh miệng"", ""Đối xứng""],
    ""Characteristics"": [""Bề mặt bóng"", ""Khô nhẹ"", ""Nứt nẻ nhẹ""]
  }
}",
Orofacial granulomatosis/07.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Sưng môi, Vết trợt, Nứt kẽ
Hồng đỏ, Tím đen, Trắng nhạt
Bất quy tắc, Ranh giới không rõ, Dạng đường nứt
Môi dưới, Khu trú, Trung tâm môi
Khô môi, Bong vảy mịn, Vảy tiết đen",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Sưng môi"", ""Vết trợt"", ""Nứt kẽ""],
    ""Colour"": [""Hồng đỏ"", ""Tím đen"", ""Trắng nhạt""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ"", ""Dạng đường nứt""],
    ""Distribution"": [""Môi dưới"", ""Khu trú"", ""Trung tâm môi""],
    ""Characteristics"": [""Khô môi"", ""Bong vảy mịn"", ""Vảy tiết đen""]
  }
}",
Orofacial granulomatosis/08.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề môi, Mảng hồng ban
Đỏ hồng, Đỏ sẫm
Bất quy tắc, Lan tỏa
Môi dưới, Môi trên, Khu trú
Bề mặt bóng, Nứt kẽ, Trợt nông",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề môi"", ""Mảng hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ sẫm""],
    ""Shape"": [""Bất quy tắc""],
    ""Distribution"": [""Môi dưới"", ""Môi trên"", ""Lan tỏa"", ""Khu trú""],
    ""Characteristics"": [""Bề mặt bóng"", ""Nứt kẽ"", ""Trợt nông""]
  }
}",
Orofacial granulomatosis/09.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề môi, Mảng hồng ban, Trợt nông
Hồng đỏ, Đỏ sẫm, Nâu đen
Bất quy tắc, Ranh giới không rõ
Môi trên, Môi dưới, Khu trú
Nứt kẽ, Đóng mài, Bong vảy, Rỉ dịch",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề môi"", ""Mảng hồng ban"", ""Trợt nông""],
    ""Colour"": [""Hồng đỏ"", ""Đỏ sẫm"", ""Nâu đen""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Môi trên"", ""Môi dưới"", ""Khu trú""],
    ""Characteristics"": [""Nứt kẽ"", ""Đóng mài"", ""Bong vảy"", ""Rỉ dịch""]
  }
}",
Orofacial granulomatosis/10.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Sưng nề môi, Mảng hồng ban
Đỏ hồng, Hồng tím
Lan tỏa, Ranh giới không rõ
Môi trên, Môi dưới, Quanh miệng, Khu trú
Phù nề, Khô nhẹ, Nứt kẽ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Sưng nề môi"", ""Mảng hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Hồng tím""],
    ""Shape"": [""Lan tỏa"", ""Ranh giới không rõ""],
    ""Distribution"": [""Môi trên"", ""Môi dưới"", ""Quanh miệng"", ""Khu trú""],
    ""Characteristics"": [""Phù nề"", ""Khô nhẹ"", ""Nứt kẽ""]
  }
}",
Orofacial granulomatosis/11.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề, Sưng môi
Hồng tím, Đỏ tím
Lan tỏa, Ranh giới không rõ
Môi dưới, Môi trên, Khu trú
Căng bóng, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề"", ""Sưng môi""],
    ""Colour"": [""Hồng tím"", ""Đỏ tím""],
    ""Shape"": [""Ranh giới mờ""],
    ""Distribution"": [""Lan tỏa"", ""Môi dưới"", ""Môi trên"", ""Khu trú""],
    ""Characteristics"": [""Căng bóng""]
  }
}",
Orofacial granulomatosis/12.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề môi, Hồng ban, Trợt nông
Đỏ hồng, Đỏ tím, Vàng nhạt
Bất quy tắc, Ranh giới không rõ
Môi trên, Môi dưới, Khu trú
Bong vảy, Vảy tiết, Nứt nẻ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề môi"", ""Hồng ban"", ""Trợt nông""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ tím"", ""Vàng nhạt""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Môi trên"", ""Môi dưới"", ""Khu trú""],
    ""Characteristics"": [""Bong vảy"", ""Vảy tiết"", ""Nứt nẻ""]
  }
}",
Orofacial granulomatosis/13.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Sưng nề môi, Sẩn nhỏ
Hồng nhạt, Màu da, Đỏ nhạt
Lan tỏa, Ranh giới không rõ, Hình tròn nhỏ
Môi trên, Môi dưới, Quanh miệng, Má, Cằm, Rải rác
Phù nề, Căng bóng, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Sưng nề môi"", ""Sẩn nhỏ""],
    ""Colour"": [""Hồng nhạt"", ""Màu da"", ""Đỏ nhạt""],
    ""Shape"": [""Ranh giới mờ"", ""Hình tròn nhỏ""],
    ""Distribution"": [""Lan tỏa"", ""Môi trên"", ""Môi dưới"", ""Quanh miệng"", ""Má"", ""Cằm"", ""Rải rác""],
    ""Characteristics"": [""Phù nề"", ""Căng bóng""]
  }
}",
Orofacial granulomatosis/14.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Sẩn sừng hóa, Mảng vảy
Vàng nâu, Vàng nhạt
Hình nón, Ranh giới rõ
Vùng quanh miệng, Môi trên, Khu trú
Vảy sừng, Bề mặt thô ráp",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Sẩn sừng hóa"", ""Mảng vảy""],
    ""Colour"": [""Vàng nâu"", ""Vàng nhạt""],
    ""Shape"": [""Hình nón"", ""Ranh giới rõ""],
    ""Distribution"": [""Vùng quanh miệng"", ""Môi trên"", ""Khu trú""],
    ""Characteristics"": [""Vảy sừng"", ""Thô ráp""]
  }
}",
Orofacial granulomatosis/15.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Rãnh nứt lưỡi, Lưỡi chẻ đôi
Hồng nhạt, Đỏ hồng
Dạng thùy, Rãnh dọc, Bờ rõ
Đầu lưỡi, Khu trú
Bề mặt ẩm, Nhú lưỡi nổi, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Rãnh nứt lưỡi"", ""Lưỡi chẻ đôi""],
    ""Colour"": [""Hồng nhạt"", ""Đỏ hồng""],
    ""Shape"": [""Dạng thùy"", ""Rãnh dọc"", ""Bờ rõ""],
    ""Distribution"": [""Đầu lưỡi"", ""Khu trú""],
    ""Characteristics"": [""Bề mặt ẩm"", ""Nhú lưỡi nổi""]
  }
}",
Orofacial granulomatosis/16.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề môi, Hồng ban môi
Hồng đỏ, Hồng nhạt
Lan tỏa, Ranh giới không rõ
Môi trên, Môi dưới, Đối xứng
Khô môi, Bong vảy mịn, Nứt nẻ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề môi"", ""Hồng ban môi""],
    ""Colour"": [""Hồng đỏ"", ""Hồng nhạt""],
    ""Shape"": [""Ranh giới mờ""],
    ""Distribution"": [""Môi trên"", ""Môi dưới"", ""Đối xứng"", ""Lan tỏa""],
    ""Characteristics"": [""Khô môi"", ""Bong vảy mịn"", ""Nứt nẻ""]
  }
}",
Orofacial granulomatosis/17.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề môi, Hồng ban
Đỏ hồng, Đỏ nhạt
Lan tỏa, Ranh giới không rõ
Môi trên, Môi dưới, Quanh miệng, Khu trú
Sưng nề, Căng bóng, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề môi"", ""Hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Ranh giới không rõ""],
    ""Distribution"": [""Môi trên"", ""Môi dưới"", ""Quanh miệng"", ""Khu trú"", ""Lan tỏa""],
    ""Characteristics"": [""Sưng nề"", ""Căng bóng"", ""Không vảy""]
  }
}",
Orofacial granulomatosis/18.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Sẩn nhỏ, Sẩn lõm giữa
Màu da, Trắng ngà, Hồng nhạt
Hình tròn, Dạng vòm, Ranh giới rõ
Má, Quanh miệng, Khu trú
Bề mặt nhẵn, Lõm trung tâm",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Sẩn nhỏ"", ""Sẩn lõm giữa""],
    ""Colour"": [""Màu da"", ""Trắng ngà"", ""Hồng nhạt""],
    ""Shape"": [""Hình tròn"", ""Dạng vòm"", ""Ranh giới rõ""],
    ""Distribution"": [""Má"", ""Quanh miệng"", ""Khu trú""],
    ""Characteristics"": [""Bề mặt nhẵn"", ""Lõm trung tâm""]
  }
}",
Orofacial granulomatosis/crohn-cheilitis1.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Phù nề môi, Mảng hồng ban
Đỏ hồng, Đỏ tươi
Lan tỏa, Bờ không rõ
Môi trên, Môi dưới, Quanh miệng, Khu trú
Căng bóng, Sẩn đỏ nhỏ, Trợt nông",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Phù nề môi"", ""Mảng hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ tươi""],
    ""Shape"": [""Bờ mờ""],
    ""Distribution"": [""Môi trên"", ""Môi dưới"", ""Quanh miệng"", ""Khu trú"", ""Lan tỏa""],
    ""Characteristics"": [""Căng bóng"", ""Sẩn đỏ nhỏ"", ""Trợt nông""]
  }
}",
Orofacial granulomatosis/crohn-cheilitis2.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Nứt kẽ, Trợt da, Mảng đóng mài
Đỏ hồng, Vàng nâu
Dạng khe, Bất quy tắc, Ranh giới không rõ
Khóe miệng, Hai bên, Đối xứng, Khu trú
Đóng mài, Vảy tiết, Khô môi",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Nứt kẽ"", ""Trợt da"", ""Mảng đóng mài""],
    ""Colour"": [""Đỏ hồng"", ""Vàng nâu""],
    ""Shape"": [""Dạng khe"", ""Bất quy tắc""],
    ""Distribution"": [""Khóe miệng"", ""Hai bên"", ""Đối xứng"", ""Khu trú""],
    ""Characteristics"": [""Đóng mài"", ""Vảy tiết"", ""Khô môi""]
  }
}",
Orofacial granulomatosis/gran-cheil1.jpg,Orofacial granulomatosis,Orofacial granulomatosis,P2_OK,P1_OK,"Dát tăng sắc tố, Đốm sắc tố
Nâu nhạt, Nâu sẫm
Hình tròn, Hình bầu dục, Ranh giới rõ
Má, Cằm, Mặt, Rải rác
Kích thước nhỏ, Bề mặt phẳng, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Orofacial granulomatosis"",
    ""Lesion_Type"": [""Dát tăng sắc tố"", ""Đốm sắc tố""],
    ""Colour"": [""Nâu nhạt"", ""Nâu sẫm""],
    ""Shape"": [""Hình tròn"", ""Hình bầu dục"", ""Ranh giới rõ""],
    ""Distribution"": [""Má"", ""Cằm"", ""Mặt"", ""Rải rác""],
    ""Characteristics"": [""Kích thước nhỏ"", ""Bề mặt phẳng""]
  }
}",
Osteoma cutis/01.jpg,Osteoma cutis,Osteoma cutis,P2_OK,P1_OK,"Bọng nước, Mụn nước
Trong suốt, Trắng ngà
Hình vòm, Hình tròn, Ranh giới rõ
Vùng da có lông, Khu trú, Thành cụm
Căng bóng, Dịch trong, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Osteoma cutis"",
    ""Lesion_Type"": [""Bọng nước"", ""Mụn nước""],
    ""Colour"": [""Trong suốt"", ""Trắng ngà""],
    ""Shape"": [""Hình vòm"", ""Hình tròn"", ""Ranh giới rõ""],
    ""Distribution"": [""Da có lông"", ""Khu trú"", ""Thành cụm""],
    ""Characteristics"": [""Căng bóng"", ""Dịch trong""]
  }
}",
Osteoma cutis/02.jpg,Osteoma cutis,Osteoma cutis,P2_OK,P1_OK,"Mảng giảm sắc tố, Dát giảm sắc tố
Trắng hồng, Nâu nhạt
Bất quy tắc, Ranh giới không rõ
Cẳng tay, Rải rác
Không vảy, Lông bảo tồn",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Osteoma cutis"",
    ""Lesion_Type"": [""Mảng giảm sắc tố"", ""Dát giảm sắc tố""],
    ""Colour"": [""Trắng hồng"", ""Nâu nhạt""],
    ""Shape"": [""Bất quy tắc"", ""Không rõ""],
    ""Distribution"": [""Cẳng tay"", ""Rải rác""],
    ""Characteristics"": [""Lông bảo tồn""]
  }
}",
Osteoma cutis/03.jpg,Osteoma cutis,Osteoma cutis,P2_OK,P1_OK,"Nốt sẩn, Mảng hồng ban
Nâu tím, Đỏ hồng, Trắng vàng
Hình tròn, Ranh giới tương đối rõ
Vùng da hở, Khu trú, Đơn độc
Vảy tiết, Nút sừng trung tâm, Da khô",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Osteoma cutis"",
